Analysis;Rule;Seed;SeedStatement;SeedMethod;SeedClass;Is_In_Error;Timedout;AnalysisTimes;PropagationCount;Phase1Time;Phase2Time;VisitedMethod;ReachableMethods;MaxAccessPath
ideal-ap;IteratorHasNext;r39 @ r39 = interfaceinvoke $r11.<java.util.List: java.util.Iterator iterator()>();r39 = interfaceinvoke $r11.<java.util.List: java.util.Iterator iterator()>();<org.jfree.chart.plot.XYPlot: java.util.Map drawAxes(java.awt.Graphics2D,java.awt.geom.Rectangle2D,java.awt.geom.Rectangle2D,org.jfree.chart.plot.PlotRenderingInfo)>;org.jfree.chart.plot.XYPlot;false;true;3016;101;3016;0;4;2488;r0[this$0, c];
ideal-ap;IteratorHasNext;r45 @ r45 = interfaceinvoke $r15.<java.util.List: java.util.Iterator iterator()>();r45 = interfaceinvoke $r15.<java.util.List: java.util.Iterator iterator()>();<org.jfree.chart.plot.XYPlot: java.util.Map drawAxes(java.awt.Graphics2D,java.awt.geom.Rectangle2D,java.awt.geom.Rectangle2D,org.jfree.chart.plot.PlotRenderingInfo)>;org.jfree.chart.plot.XYPlot;false;true;1629;69;1629;0;4;2488;r0[this$0, c];
ideal-ap;IteratorHasNext;r7 @ r7 = interfaceinvoke r5.<java.util.Collection: java.util.Iterator iterator()>();r7 = interfaceinvoke r5.<java.util.Collection: java.util.Iterator iterator()>();<org.jfree.chart.plot.CategoryPlot: void drawDomainMarkers(java.awt.Graphics2D,java.awt.geom.Rectangle2D,int,org.jfree.ui.Layer)>;org.jfree.chart.plot.CategoryPlot;true;false;380;119;76;304;9;2488;r0[this$0, c];
ideal-ap;IteratorHasNext;r40 @ r40 = interfaceinvoke $r39.<java.util.List: java.util.Iterator iterator()>();r40 = interfaceinvoke $r39.<java.util.List: java.util.Iterator iterator()>();<org.jfree.chart.JFreeChart: void draw(java.awt.Graphics2D,java.awt.geom.Rectangle2D,java.awt.geom.Point2D,org.jfree.chart.ChartRenderingInfo)>;org.jfree.chart.JFreeChart;false;false;154;66;41;113;4;2488;r0[this$0, c];
ideal-ap;IteratorHasNext;r2 @ r2 = interfaceinvoke $r4.<java.util.List: java.util.Iterator iterator()>();r2 = interfaceinvoke $r4.<java.util.List: java.util.Iterator iterator()>();<org.jfree.data.DefaultKeyedValues: int getIndex(java.lang.Comparable)>;org.jfree.data.DefaultKeyedValues;false;true;24705;54;24705;0;4;2488;r0[datasetToRangeAxisMap, root, right, left, key, data];
ideal-ap;IteratorHasNext;r3 @ r3 = interfaceinvoke r2.<java.util.List: java.util.Iterator iterator()>();r3 = interfaceinvoke r2.<java.util.List: java.util.Iterator iterator()>();<org.jfree.chart.plot.XYPlot: org.jfree.data.Range getDataRange(org.jfree.chart.axis.ValueAxis)>;org.jfree.chart.plot.XYPlot;false;true;80338;65;80338;0;4;2488;r0[datasetToRangeAxisMap, root, right, left, key, data];
ideal-ap;IteratorHasNext;r45 @ r45 = interfaceinvoke $r15.<java.util.List: java.util.Iterator iterator()>();r45 = interfaceinvoke $r15.<java.util.List: java.util.Iterator iterator()>();<org.jfree.chart.plot.CategoryPlot: java.util.Map drawAxes(java.awt.Graphics2D,java.awt.geom.Rectangle2D,java.awt.geom.Rectangle2D,org.jfree.chart.plot.PlotRenderingInfo)>;org.jfree.chart.plot.CategoryPlot;false;true;20715;71;20715;0;4;2488;r0[datasetToRangeAxisMap, root, right, left, key, data];
ideal-ap;IteratorHasNext;r42 @ r42 = interfaceinvoke $r13.<java.util.List: java.util.Iterator iterator()>();r42 = interfaceinvoke $r13.<java.util.List: java.util.Iterator iterator()>();<org.jfree.chart.plot.CategoryPlot: java.util.Map drawAxes(java.awt.Graphics2D,java.awt.geom.Rectangle2D,java.awt.geom.Rectangle2D,org.jfree.chart.plot.PlotRenderingInfo)>;org.jfree.chart.plot.CategoryPlot;false;true;37657;88;37657;0;4;2488;r0[datasetToRangeAxisMap, root, right, left, key, data];
ideal-ap;IteratorHasNext;r3 @ r3 = interfaceinvoke $r6.<java.util.List: java.util.Iterator iterator()>();r3 = interfaceinvoke $r6.<java.util.List: java.util.Iterator iterator()>();<org.jfree.chart.plot.CategoryPlot: void drawAnnotations(java.awt.Graphics2D,java.awt.geom.Rectangle2D)>;org.jfree.chart.plot.CategoryPlot;false;false;326;52;77;249;4;2488;r0[datasetToRangeAxisMap, root, right, left, key, data];
ideal-ap;IteratorHasNext;r7 @ r7 = interfaceinvoke r5.<java.util.Collection: java.util.Iterator iterator()>();r7 = interfaceinvoke r5.<java.util.Collection: java.util.Iterator iterator()>();<org.jfree.chart.plot.XYPlot: void drawRangeMarkers(java.awt.Graphics2D,java.awt.geom.Rectangle2D,int,org.jfree.ui.Layer)>;org.jfree.chart.plot.XYPlot;true;false;386;119;130;256;9;2488;r0[datasetToRangeAxisMap, root, right, left, key, data];
ideal-ap;IteratorHasNext;r48 @ r48 = interfaceinvoke $r17.<java.util.List: java.util.Iterator iterator()>();r48 = interfaceinvoke $r17.<java.util.List: java.util.Iterator iterator()>();<org.jfree.chart.plot.XYPlot: java.util.Map drawAxes(java.awt.Graphics2D,java.awt.geom.Rectangle2D,java.awt.geom.Rectangle2D,org.jfree.chart.plot.PlotRenderingInfo)>;org.jfree.chart.plot.XYPlot;false;true;18975;53;18975;0;4;2488;r0[datasetToRangeAxisMap, root, right, left, key, data];
ideal-ap;IteratorHasNext;r48 @ r48 = interfaceinvoke $r17.<java.util.List: java.util.Iterator iterator()>();r48 = interfaceinvoke $r17.<java.util.List: java.util.Iterator iterator()>();<org.jfree.chart.plot.CategoryPlot: java.util.Map drawAxes(java.awt.Graphics2D,java.awt.geom.Rectangle2D,java.awt.geom.Rectangle2D,org.jfree.chart.plot.PlotRenderingInfo)>;org.jfree.chart.plot.CategoryPlot;false;true;9334;54;9334;0;4;2488;r0[datasetToRangeAxisMap, root, right, left, key, data];
ideal-ap;IteratorHasNext;r2 @ r2 = interfaceinvoke $r5.<java.util.Set: java.util.Iterator iterator()>();r2 = interfaceinvoke $r5.<java.util.Set: java.util.Iterator iterator()>();<dacapo.Benchmark: boolean validate(java.lang.String)>;dacapo.Benchmark;true;false;501;410;256;245;4;2488;r0[datasetToRangeAxisMap, root, right, left, key, data];
ideal-ap;IteratorHasNext;r4 @ r4 = interfaceinvoke $r8.<java.util.List: java.util.Iterator iterator()>();r4 = interfaceinvoke $r8.<java.util.List: java.util.Iterator iterator()>();<org.jfree.chart.plot.XYPlot: void drawAnnotations(java.awt.Graphics2D,java.awt.geom.Rectangle2D,org.jfree.chart.plot.PlotRenderingInfo)>;org.jfree.chart.plot.XYPlot;false;false;153;52;59;94;4;2488;r0[datasetToRangeAxisMap, root, right, left, key, data];
ideal-ap;IteratorHasNext;r5 @ r5 = interfaceinvoke $r20.<java.util.List: java.util.Iterator iterator()>();r5 = interfaceinvoke $r20.<java.util.List: java.util.Iterator iterator()>();<org.jfree.chart.block.BlockContainer: java.lang.Object draw(java.awt.Graphics2D,java.awt.geom.Rectangle2D,java.lang.Object)>;org.jfree.chart.block.BlockContainer;false;false;131;64;40;91;4;2488;r0[datasetToRangeAxisMap, root, right, left, key, data];
ideal-ap;IteratorHasNext;r7 @ r7 = interfaceinvoke r5.<java.util.Collection: java.util.Iterator iterator()>();r7 = interfaceinvoke r5.<java.util.Collection: java.util.Iterator iterator()>();<org.jfree.chart.plot.XYPlot: void drawDomainMarkers(java.awt.Graphics2D,java.awt.geom.Rectangle2D,int,org.jfree.ui.Layer)>;org.jfree.chart.plot.XYPlot;true;false;143;119;49;94;9;2488;r0[datasetToRangeAxisMap, root, right, left, key, data];
ideal-ap;IteratorHasNext;r3 @ r3 = interfaceinvoke r2.<java.util.List: java.util.Iterator iterator()>();r3 = interfaceinvoke r2.<java.util.List: java.util.Iterator iterator()>();<org.jfree.chart.plot.CategoryPlot: org.jfree.data.Range getDataRange(org.jfree.chart.axis.ValueAxis)>;org.jfree.chart.plot.CategoryPlot;false;true;60871;53;60871;0;4;2488;r0[datasetToRangeAxisMap, root, right, left, key, data];
ideal-ap;IteratorHasNext;r42 @ r42 = interfaceinvoke $r13.<java.util.List: java.util.Iterator iterator()>();r42 = interfaceinvoke $r13.<java.util.List: java.util.Iterator iterator()>();<org.jfree.chart.plot.XYPlot: java.util.Map drawAxes(java.awt.Graphics2D,java.awt.geom.Rectangle2D,java.awt.geom.Rectangle2D,org.jfree.chart.plot.PlotRenderingInfo)>;org.jfree.chart.plot.XYPlot;false;true;14005;85;14005;0;4;2488;r0[datasetToRangeAxisMap, root, right, left, key, data];
ideal-ap;IteratorHasNext;r39 @ r39 = interfaceinvoke $r11.<java.util.List: java.util.Iterator iterator()>();r39 = interfaceinvoke $r11.<java.util.List: java.util.Iterator iterator()>();<org.jfree.chart.plot.CategoryPlot: java.util.Map drawAxes(java.awt.Graphics2D,java.awt.geom.Rectangle2D,java.awt.geom.Rectangle2D,org.jfree.chart.plot.PlotRenderingInfo)>;org.jfree.chart.plot.CategoryPlot;false;true;9400;105;9400;0;4;2488;r0[datasetToRangeAxisMap, root, right, left, key, data];
ideal-ap;IteratorHasNext;r7 @ r7 = interfaceinvoke r5.<java.util.Collection: java.util.Iterator iterator()>();r7 = interfaceinvoke r5.<java.util.Collection: java.util.Iterator iterator()>();<org.jfree.chart.plot.CategoryPlot: void drawRangeMarkers(java.awt.Graphics2D,java.awt.geom.Rectangle2D,int,org.jfree.ui.Layer)>;org.jfree.chart.plot.CategoryPlot;true;false;181;119;54;127;9;2488;r0[datasetToRangeAxisMap, root, right, left, key, data];
ideal-ap;IteratorHasNext;r2 @ r2 = interfaceinvoke $r5.<java.util.Set: java.util.Iterator iterator()>();r2 = interfaceinvoke $r5.<java.util.Set: java.util.Iterator iterator()>();<dacapo.Benchmark: void postIterationCleanup(java.lang.String)>;dacapo.Benchmark;true;false;261;71;155;106;4;2488;r0[datasetToRangeAxisMap, root, right, left, key, data];
ideal-ap;IteratorHasNext;r39 @ r39 = interfaceinvoke $r11.<java.util.List: java.util.Iterator iterator()>();r39 = interfaceinvoke $r11.<java.util.List: java.util.Iterator iterator()>();<org.jfree.chart.plot.XYPlot: java.util.Map drawAxes(java.awt.Graphics2D,java.awt.geom.Rectangle2D,java.awt.geom.Rectangle2D,org.jfree.chart.plot.PlotRenderingInfo)>;org.jfree.chart.plot.XYPlot;false;true;946;101;946;0;4;2488;r0[this$0, c];208487000;
ideal-ap;IteratorHasNext;r45 @ r45 = interfaceinvoke $r15.<java.util.List: java.util.Iterator iterator()>();r45 = interfaceinvoke $r15.<java.util.List: java.util.Iterator iterator()>();<org.jfree.chart.plot.XYPlot: java.util.Map drawAxes(java.awt.Graphics2D,java.awt.geom.Rectangle2D,java.awt.geom.Rectangle2D,org.jfree.chart.plot.PlotRenderingInfo)>;org.jfree.chart.plot.XYPlot;false;true;440;69;440;0;4;2488;r0[this$0, c];207726008;
ideal-ap;IteratorHasNext;r7 @ r7 = interfaceinvoke r5.<java.util.Collection: java.util.Iterator iterator()>();r7 = interfaceinvoke r5.<java.util.Collection: java.util.Iterator iterator()>();<org.jfree.chart.plot.CategoryPlot: void drawDomainMarkers(java.awt.Graphics2D,java.awt.geom.Rectangle2D,int,org.jfree.ui.Layer)>;org.jfree.chart.plot.CategoryPlot;true;false;159;119;34;125;9;2488;r0[this$0, c];215960208;
ideal-ap;IteratorHasNext;r40 @ r40 = interfaceinvoke $r39.<java.util.List: java.util.Iterator iterator()>();r40 = interfaceinvoke $r39.<java.util.List: java.util.Iterator iterator()>();<org.jfree.chart.JFreeChart: void draw(java.awt.Graphics2D,java.awt.geom.Rectangle2D,java.awt.geom.Point2D,org.jfree.chart.ChartRenderingInfo)>;org.jfree.chart.JFreeChart;false;false;81;66;19;62;4;2488;r0[this$0, c];215604968;
ideal-ap;IteratorHasNext;r2 @ r2 = interfaceinvoke $r4.<java.util.List: java.util.Iterator iterator()>();r2 = interfaceinvoke $r4.<java.util.List: java.util.Iterator iterator()>();<org.jfree.data.DefaultKeyedValues: int getIndex(java.lang.Comparable)>;org.jfree.data.DefaultKeyedValues;false;true;2202;54;2202;0;4;2488;r0[datasetToRangeAxisMap, root, right, left, key, data];261833296;
ideal-ap;IteratorHasNext;r3 @ r3 = interfaceinvoke r2.<java.util.List: java.util.Iterator iterator()>();r3 = interfaceinvoke r2.<java.util.List: java.util.Iterator iterator()>();<org.jfree.chart.plot.XYPlot: org.jfree.data.Range getDataRange(org.jfree.chart.axis.ValueAxis)>;org.jfree.chart.plot.XYPlot;false;true;971;65;971;0;4;2488;r0[datasetToRangeAxisMap, root, right, left, key, data];215128160;
ideal-ap;IteratorHasNext;r45 @ r45 = interfaceinvoke $r15.<java.util.List: java.util.Iterator iterator()>();r45 = interfaceinvoke $r15.<java.util.List: java.util.Iterator iterator()>();<org.jfree.chart.plot.CategoryPlot: java.util.Map drawAxes(java.awt.Graphics2D,java.awt.geom.Rectangle2D,java.awt.geom.Rectangle2D,org.jfree.chart.plot.PlotRenderingInfo)>;org.jfree.chart.plot.CategoryPlot;false;true;930;71;930;0;4;2488;r0[datasetToRangeAxisMap, root, right, left, key, data];215941360;
ideal-ap;IteratorHasNext;r42 @ r42 = interfaceinvoke $r13.<java.util.List: java.util.Iterator iterator()>();r42 = interfaceinvoke $r13.<java.util.List: java.util.Iterator iterator()>();<org.jfree.chart.plot.CategoryPlot: java.util.Map drawAxes(java.awt.Graphics2D,java.awt.geom.Rectangle2D,java.awt.geom.Rectangle2D,org.jfree.chart.plot.PlotRenderingInfo)>;org.jfree.chart.plot.CategoryPlot;false;true;943;88;943;0;4;2488;r0[datasetToRangeAxisMap, root, right, left, key, data];215847648;
ideal-ap;IteratorHasNext;r3 @ r3 = interfaceinvoke $r6.<java.util.List: java.util.Iterator iterator()>();r3 = interfaceinvoke $r6.<java.util.List: java.util.Iterator iterator()>();<org.jfree.chart.plot.CategoryPlot: void drawAnnotations(java.awt.Graphics2D,java.awt.geom.Rectangle2D)>;org.jfree.chart.plot.CategoryPlot;false;false;66;52;14;52;4;2488;r0[datasetToRangeAxisMap, root, right, left, key, data];214970152;
ideal-ap;IteratorHasNext;r7 @ r7 = interfaceinvoke r5.<java.util.Collection: java.util.Iterator iterator()>();r7 = interfaceinvoke r5.<java.util.Collection: java.util.Iterator iterator()>();<org.jfree.chart.plot.XYPlot: void drawRangeMarkers(java.awt.Graphics2D,java.awt.geom.Rectangle2D,int,org.jfree.ui.Layer)>;org.jfree.chart.plot.XYPlot;true;false;73;119;19;54;9;2488;r0[datasetToRangeAxisMap, root, right, left, key, data];215265576;
ideal-ap;IteratorHasNext;r48 @ r48 = interfaceinvoke $r17.<java.util.List: java.util.Iterator iterator()>();r48 = interfaceinvoke $r17.<java.util.List: java.util.Iterator iterator()>();<org.jfree.chart.plot.XYPlot: java.util.Map drawAxes(java.awt.Graphics2D,java.awt.geom.Rectangle2D,java.awt.geom.Rectangle2D,org.jfree.chart.plot.PlotRenderingInfo)>;org.jfree.chart.plot.XYPlot;false;true;1058;53;1058;0;4;2488;r0[datasetToRangeAxisMap, root, right, left, key, data];216016352;
ideal-ap;IteratorHasNext;r48 @ r48 = interfaceinvoke $r17.<java.util.List: java.util.Iterator iterator()>();r48 = interfaceinvoke $r17.<java.util.List: java.util.Iterator iterator()>();<org.jfree.chart.plot.CategoryPlot: java.util.Map drawAxes(java.awt.Graphics2D,java.awt.geom.Rectangle2D,java.awt.geom.Rectangle2D,org.jfree.chart.plot.PlotRenderingInfo)>;org.jfree.chart.plot.CategoryPlot;false;true;1011;54;1011;0;4;2488;r0[datasetToRangeAxisMap, root, right, left, key, data];215997504;
ideal-ap;IteratorHasNext;r2 @ r2 = interfaceinvoke $r5.<java.util.Set: java.util.Iterator iterator()>();r2 = interfaceinvoke $r5.<java.util.Set: java.util.Iterator iterator()>();<dacapo.Benchmark: boolean validate(java.lang.String)>;dacapo.Benchmark;true;false;208;410;111;97;4;2488;r0[datasetToRangeAxisMap, root, right, left, key, data];220364528;
ideal-ap;IteratorHasNext;r4 @ r4 = interfaceinvoke $r8.<java.util.List: java.util.Iterator iterator()>();r4 = interfaceinvoke $r8.<java.util.List: java.util.Iterator iterator()>();<org.jfree.chart.plot.XYPlot: void drawAnnotations(java.awt.Graphics2D,java.awt.geom.Rectangle2D,org.jfree.chart.plot.PlotRenderingInfo)>;org.jfree.chart.plot.XYPlot;false;false;84;52;23;61;4;2488;r0[datasetToRangeAxisMap, root, right, left, key, data];215229488;
ideal-ap;IteratorHasNext;r5 @ r5 = interfaceinvoke $r20.<java.util.List: java.util.Iterator iterator()>();r5 = interfaceinvoke $r20.<java.util.List: java.util.Iterator iterator()>();<org.jfree.chart.block.BlockContainer: java.lang.Object draw(java.awt.Graphics2D,java.awt.geom.Rectangle2D,java.lang.Object)>;org.jfree.chart.block.BlockContainer;false;false;61;64;16;45;4;2488;r0[datasetToRangeAxisMap, root, right, left, key, data];215068576;
ideal-ap;IteratorHasNext;r7 @ r7 = interfaceinvoke r5.<java.util.Collection: java.util.Iterator iterator()>();r7 = interfaceinvoke r5.<java.util.Collection: java.util.Iterator iterator()>();<org.jfree.chart.plot.XYPlot: void drawDomainMarkers(java.awt.Graphics2D,java.awt.geom.Rectangle2D,int,org.jfree.ui.Layer)>;org.jfree.chart.plot.XYPlot;true;false;95;119;28;67;9;2488;r0[datasetToRangeAxisMap, root, right, left, key, data];215368088;
ideal-ap;IteratorHasNext;r3 @ r3 = interfaceinvoke r2.<java.util.List: java.util.Iterator iterator()>();r3 = interfaceinvoke r2.<java.util.List: java.util.Iterator iterator()>();<org.jfree.chart.plot.CategoryPlot: org.jfree.data.Range getDataRange(org.jfree.chart.axis.ValueAxis)>;org.jfree.chart.plot.CategoryPlot;false;true;1013;53;1013;0;4;2488;r0[datasetToRangeAxisMap, root, right, left, key, data];215207320;
ideal-ap;IteratorHasNext;r42 @ r42 = interfaceinvoke $r13.<java.util.List: java.util.Iterator iterator()>();r42 = interfaceinvoke $r13.<java.util.List: java.util.Iterator iterator()>();<org.jfree.chart.plot.XYPlot: java.util.Map drawAxes(java.awt.Graphics2D,java.awt.geom.Rectangle2D,java.awt.geom.Rectangle2D,org.jfree.chart.plot.PlotRenderingInfo)>;org.jfree.chart.plot.XYPlot;false;true;1046;85;1046;0;4;2488;r0[datasetToRangeAxisMap, root, right, left, key, data];216065416;
ideal-ap;IteratorHasNext;r39 @ r39 = interfaceinvoke $r11.<java.util.List: java.util.Iterator iterator()>();r39 = interfaceinvoke $r11.<java.util.List: java.util.Iterator iterator()>();<org.jfree.chart.plot.CategoryPlot: java.util.Map drawAxes(java.awt.Graphics2D,java.awt.geom.Rectangle2D,java.awt.geom.Rectangle2D,org.jfree.chart.plot.PlotRenderingInfo)>;org.jfree.chart.plot.CategoryPlot;false;true;981;105;981;0;4;2488;r0[datasetToRangeAxisMap, root, right, left, key, data];216068848;
ideal-ap;IteratorHasNext;r7 @ r7 = interfaceinvoke r5.<java.util.Collection: java.util.Iterator iterator()>();r7 = interfaceinvoke r5.<java.util.Collection: java.util.Iterator iterator()>();<org.jfree.chart.plot.CategoryPlot: void drawRangeMarkers(java.awt.Graphics2D,java.awt.geom.Rectangle2D,int,org.jfree.ui.Layer)>;org.jfree.chart.plot.CategoryPlot;true;false;64;119;17;47;9;2488;r0[datasetToRangeAxisMap, root, right, left, key, data];215290192;
ideal-ap;IteratorHasNext;r2 @ r2 = interfaceinvoke $r5.<java.util.Set: java.util.Iterator iterator()>();r2 = interfaceinvoke $r5.<java.util.Set: java.util.Iterator iterator()>();<dacapo.Benchmark: void postIterationCleanup(java.lang.String)>;dacapo.Benchmark;true;false;113;71;59;54;4;2488;r0[datasetToRangeAxisMap, root, right, left, key, data];220158160;
